ID_DESASTRES,FECHA,DEPTO,MUNICIPIO,TIPO_EVENTO,DIVIPOLA,FALLECIDOS,HERIDOS,DESAPA,AFECTADOS,FAMILIAS,VIV_DESTRU,VIV_AVERI,COD_DANE_MP,COD_DEP,COD_MUN,COD_DEP_MUN,ID_DESASTRES
6239KYBA,2014-06-08,ANTIOQUIA,DON MATÍAS,INUNDACION,5237,0,0,0,100,20,3,17,5.237,5,237,5237,6239KYBA
7609CCUC,2014-06-08,ANTIOQUIA,URRAO,VENDAVAL,5847,0,0,0,0,0,0,0,5.847,5,847,5847,7609CCUC
9161ZXWG,2014-06-08,BOLÍVAR,CARTAGENA,INUNDACION,13001,0,0,0,0,0,0,0,13.001,13,001,13001,9161ZXWG
4981LBXS,2014-06-08,GUAVIARE,SAN JOSÉ DEL GUAVIARE,MOVIMIENTO EN MASA,95001,0,0,0,0,0,0,0,95.001,95,001,95001,4981LBXS
5195GBZP,2014-06-08,NARIÑO,OLAYA HERRERA,INUNDACION,52490,0,0,0,20,5,0,0,52.49,52,490,52490,5195GBZP
7410MWGY,2014-06-08,RISARALDA,SANTUARIO,INUNDACION,66687,0,0,0,12,3,0,3,66.687,66,687,66687,7410MWGY
0720RXKN,2014-06-09,ANTIOQUIA,YARUMAL,VENDAVAL,5887,2,1,1,150,30,20,10,5.887,5,887,5887,0720RXKN
1112GATG,2014-06-09,PUTUMAYO,SIBUNDOY,INUNDACION,86749,0,0,0,3800,760,0,0,86.749,86,749,86749,1112GATG
7629DTCL,2014-06-10,CÓRDOBA,LOS CÓRDOBAS,INUNDACION,23419,0,0,0,0,0,0,0,23.419,23,419,23419,7629DTCL
7483FVKH,2014-06-10,CUNDINAMARCA,GUAYABETAL,VENDAVAL,25335,0,0,0,20,6,0,6,25.335,25,335,25335,7483FVKH
4491OQEC,2014-06-10,META,VILLAVICENCIO,VENDAVAL,50001,0,2,0,2,28,1,28,50.001,50,001,50001,4491OQEC
1989VQMQ,2014-06-10,NARIÑO,CÓRDOBA,INUNDACION,52215,0,0,0,360,80,1,1,52.215,52,215,52215,1989VQMQ
1093LDJC,2014-06-10,NARIÑO,PUERRES,MOVIMIENTO EN MASA,52573,0,0,0,0,0,0,0,52.573,52,573,52573,1093LDJC
5333BQUI,2014-06-10,PUTUMAYO,COLÓN,INUNDACION,86219,0,0,0,170,34,0,32,86.219,86,219,86219,5333BQUI
3046APRL,2014-06-10,PUTUMAYO,SAN FRANCISCO,INUNDACION,86755,0,0,0,1250,250,0,22,86.755,86,755,86755,3046APRL
6221CKEY,2014-06-10,PUTUMAYO,SANTIAGO,INUNDACION,86760,0,0,0,1095,219,0,7,86.76,86,760,86760,6221CKEY
3097BCCO,2014-06-10,SUCRE,SAN MARCOS,VENDAVAL,70708,0,0,0,99,22,0,22,70.708,70,708,70708,3097BCCO
3433XJGH,2014-06-10,TOLIMA,IBAGUÉ,MOVIMIENTO EN MASA,73001,0,0,0,15,3,0,3,73.001,73,001,73001,3433XJGH
6092LVAB,2014-06-11,CAUCA,MORALES,INUNDACION,19473,0,0,0,132,39,0,39,19.473,19,473,19473,6092LVAB
6340PUZS,2014-06-11,CUNDINAMARCA,GUAYABETAL,MOVIMIENTO EN MASA,25335,0,0,0,14,2,2,2,25.335,25,335,25335,6340PUZS
8211PTOI,2014-06-11,CUNDINAMARCA,LA PEÑA,INUNDACION,25398,0,0,0,0,0,0,0,25.398,25,398,25398,8211PTOI
9081BCBM,2014-06-11,SUCRE,OVEJAS,VENDAVAL,70508,0,0,0,459,102,0,102,70.508,70,508,70508,9081BCBM
3261ZNXD,2014-06-11,VALLE DEL CAUCA,LA VICTORIA,VENDAVAL,76403,0,0,0,0,0,0,0,76.403,76,403,76403,3261ZNXD
5519FXVZ,2014-06-12,SANTANDER,CHIMÁ,MOVIMIENTO EN MASA,68176,0,0,0,0,0,0,0,68.176,68,176,68176,5519FXVZ
3440SIGZ,2014-06-13,CAUCA,CAJIBÍO,VENDAVAL,19130,0,0,0,45,9,0,9,19.13,19,130,19130,3440SIGZ
3712IBTJ,2014-06-13,META,EL CASTILLO,INUNDACION,50251,0,0,0,15,2,0,2,50.251,50,251,50251,3712IBTJ
2239HIKV,2014-06-13,META,EL DORADO,INUNDACION,50270,0,0,0,703,427,0,15,50.27,50,270,50270,2239HIKV
8116JRHC,2014-06-14,CHOCÓ,ISTMINA,INUNDACION,27361,0,0,0,0,0,0,0,27.361,27,361,27361,8116JRHC
6696PAUY,2014-06-14,CHOCÓ,QUIBDÓ,VENDAVAL,27001,0,0,0,257,67,0,40,27.001,27,001,27001,6696PAUY
2725JZQZ,2014-06-14,CHOCÓ,TADÓ,INUNDACION,27787,0,0,0,0,0,0,0,27.787,27,787,27787,2725JZQZ
3348UVRI,2014-06-14,META,VILLAVICENCIO,MOVIMIENTO EN MASA,50001,0,0,0,110,22,2,0,50.001,50,001,50001,3348UVRI
9967AVNH,2014-06-14,META,VILLAVICENCIO,INUNDACION,50001,0,0,0,3000,600,0,600,50.001,50,001,50001,9967AVNH
5470JOFL,2014-06-14,RISARALDA,MARSELLA,VENDAVAL,66440,0,0,0,0,0,0,0,66.44,66,440,66440,5470JOFL
0113IAGH,2014-06-15,ANTIOQUIA,COCORNÁ,VENDAVAL,5197,0,0,0,265,53,0,53,5.197,5,197,5197,0113IAGH
3877SOTH,2014-06-15,ANTIOQUIA,EL SANTUARIO,VENDAVAL,5697,0,0,0,0,0,0,0,5.697,5,697,5697,3877SOTH
9952YOTP,2014-06-16,TOLIMA,HONDA,VENDAVAL,73349,0,0,0,0,0,0,0,73.349,73,349,73349,9952YOTP
3428JJAO,2014-06-17,BOLÍVAR,CARTAGENA,VENDAVAL,13001,0,0,0,750,150,0,150,13.001,13,001,13001,3428JJAO
6325UCBM,2014-06-17,META,PUERTO LLERAS,INUNDACION,50577,0,0,0,2570,514,0,130,50.577,50,577,50577,6325UCBM
1131BFZZ,2014-06-17,SANTANDER,SAN GIL,VENDAVAL,68679,0,0,0,155,31,0,0,68.679,68,679,68679,1131BFZZ
4227KSDO,2014-06-19,PUTUMAYO,SAN FRANCISCO,VENDAVAL,86755,0,0,0,110,22,1,14,86.755,86,755,86755,4227KSDO
1250NTUH,2014-06-19,RISARALDA,GUÁTICA,VENDAVAL,66318,0,0,0,25,4,0,4,66.318,66,318,66318,1250NTUH
6947NIOO,2014-06-20,BOLÍVAR,EL GUAMO,VENDAVAL,13248,0,0,0,460,92,0,92,13.248,13,248,13248,6947NIOO
7154QGBR,2014-06-20,META,PUERTO LÓPEZ,INUNDACION,50573,0,0,0,70,14,0,14,50.573,50,573,50573,7154QGBR
4349TNIS,2014-06-20,NORTE DE SANTANDER,GRAMALOTE,MOVIMIENTO EN MASA,54313,0,0,0,0,0,0,0,54.313,54,313,54313,4349TNIS
7426ZFMV,2014-06-20,SANTANDER,ARATOCA,VENDAVAL,68051,0,0,0,0,0,0,0,68.051,68,051,68051,7426ZFMV
3132WBZA,2014-06-20,SANTANDER,EL PLAYÓN,VENDAVAL,68255,0,0,0,420,84,0,84,68.255,68,255,68255,3132WBZA
8562WZPO,2014-06-21,CESAR,CURUMANÍ,VENDAVAL,20228,0,0,0,0,0,0,0,20.228,20,228,20228,8562WZPO
5792MIXB,2014-06-21,GUAVIARE,SAN JOSÉ DEL GUAVIARE,INUNDACION,95001,0,0,0,6000,1200,0,1200,95.001,95,001,95001,5792MIXB
8626XAJM,2014-06-21,META,CUBARRAL,INUNDACION,50223,0,0,0,1230,246,0,0,50.223,50,223,50223,8626XAJM
4151PBKY,2014-06-22,META,GRANADA,INUNDACION,50313,0,0,0,0,0,0,0,50.313,50,313,50313,4151PBKY
3151DUYG,2014-06-23,BOLÍVAR,TALAIGUA NUEVO,VENDAVAL,13780,0,0,0,108,24,0,24,13.78,13,780,13780,3151DUYG
0948FRMK,2014-06-23,CESAR,PUEBLO BELLO,VENDAVAL,20570,0,0,0,0,0,0,0,20.57,20,570,20570,0948FRMK
8126PLUL,2014-06-23,CÓRDOBA,PLANETA RICA,VENDAVAL,23555,0,0,0,10,2,0,1,23.555,23,555,23555,8126PLUL
7887SIXH,2014-06-23,CUNDINAMARCA,VILLAGÓMEZ,MOVIMIENTO EN MASA,25871,0,0,0,5,1,1,0,25.871,25,871,25871,7887SIXH
1063AGKJ,2014-06-23,MAGDALENA,SANTA ANA,VENDAVAL,47707,0,0,0,80,16,0,12,47.707,47,707,47707,1063AGKJ
4582GXAR,2014-06-23,SANTANDER,PUERTO WILCHES,VENDAVAL,68575,0,0,0,300,60,0,60,68.575,68,575,68575,4582GXAR
6211ATNL,2014-06-23,VALLE DEL CAUCA,OBANDO,VENDAVAL,76497,0,0,0,0,0,0,0,76.497,76,497,76497,6211ATNL
9859CWSA,2014-06-24,ANTIOQUIA,GIRARDOTA,INUNDACION,5308,0,1,0,75,15,0,15,5.308,5,308,5308,9859CWSA
0709AHXU,2014-06-24,BOLÍVAR,CICUCO,VENDAVAL,13188,0,0,0,20,4,1,3,13.188,13,188,13188,0709AHXU
4045KUPW,2014-06-24,BOLÍVAR,EL CARMEN DE BOLÍVAR,VENDAVAL,13244,0,0,0,280,56,0,56,13.244,13,244,13244,4045KUPW
6808GQMH,2014-06-24,CHOCÓ,ALTO BAUDO,INUNDACION,27025,0,0,0,4660,932,0,732,27.025,27,025,27025,6808GQMH
7551QYAZ,2014-06-24,CHOCÓ,MEDIO BAUDÓ,MOVIMIENTO EN MASA,27430,0,0,0,11,2,0,2,27.43,27,430,27430,7551QYAZ
8528UVYP,2014-06-24,CHOCÓ,UNGUÍA,INUNDACION,27800,0,0,0,30,6,0,6,27.8,27,800,27800,8528UVYP
5190HVHA,2014-06-24,SUCRE,CHALÁN,VENDAVAL,70230,0,0,0,94,21,0,21,70.23,70,230,70230,5190HVHA
3560QERX,2014-06-25,ANTIOQUIA,ARBOLETES,INUNDACION,5051,1,0,0,0,0,0,0,5.051,5,051,5051,3560QERX
6820HKPQ,2014-06-25,ANTIOQUIA,COCORNÁ,INUNDACION,5197,0,0,0,125,25,0,25,5.197,5,197,5197,6820HKPQ
6218EISQ,2014-06-25,ANTIOQUIA,EL SANTUARIO,INUNDACION,5697,0,1,0,695,139,0,139,5.697,5,697,5697,6218EISQ
4075WJLW,2014-06-25,ANTIOQUIA,MARINILLA,INUNDACION,5440,0,0,0,0,0,0,0,5.44,5,440,5440,4075WJLW
8124WKPK,2014-06-25,ANTIOQUIA,MURINDÓ,INUNDACION,5475,1,0,0,0,0,0,0,5.475,5,475,5475,8124WKPK
4549NABV,2014-06-25,ANTIOQUIA,NECOCLÍ,INUNDACION,5490,0,0,0,0,0,0,0,5.49,5,490,5490,4549NABV
3159PZGD,2014-06-25,ARAUCA,ARAUCA,INUNDACION,81001,0,0,0,0,0,0,0,81.001,81,001,81001,3159PZGD
3936YZZR,2014-06-25,ARAUCA,ARAUQUITA,INUNDACION,81065,0,0,0,1564,108,12,160,81.065,81,065,81065,3936YZZR
7017VNIO,2014-06-25,CASANARE,OROCUÉ,INUNDACION,85230,0,0,0,130,25,0,25,85.23,85,230,85230,7017VNIO
5407JGSS,2014-06-25,CASANARE,YOPAL,INUNDACION,85001,0,0,0,0,0,0,0,85.001,85,001,85001,5407JGSS
3964QEMI,2014-06-25,CHOCÓ,RÍO IRO,INUNDACION,27580,0,0,0,1600,320,0,171,27.58,27,580,27580,3964QEMI
4496NSSE,2014-06-25,CHOCÓ,TADÓ,INUNDACION,27787,0,0,0,1415,283,0,275,27.787,27,787,27787,4496NSSE
8252RGCV,2014-06-25,META,CUMARAL,INUNDACION,50226,0,0,0,0,0,0,0,50.226,50,226,50226,8252RGCV
7100SSLV,2014-06-25,META,EL CASTILLO,INUNDACION,50251,0,0,0,0,0,0,0,50.251,50,251,50251,7100SSLV
3358VUXV,2014-06-25,TOLIMA,IBAGUÉ,INUNDACION,73001,0,0,0,0,0,0,0,73.001,73,001,73001,3358VUXV
3410CQTA,2014-06-26,BOGOTÁ D.C.,BOGOTÁ D.C.,INUNDACION,11001,0,0,0,500,100,0,0,11.001,11,001,11001,3410CQTA
2229BPHN,2014-06-26,CHOCÓ,CARMEN DEL DARIEN,INUNDACION,27150,1,0,0,525,105,0,105,27.15,27,150,27150,2229BPHN
5981CYTU,2014-06-26,CUNDINAMARCA,QUIPILE,MOVIMIENTO EN MASA,25596,0,0,0,12,3,1,2,25.596,25,596,25596,5981CYTU
3402IYOE,2014-06-26,NORTE DE SANTANDER,BUCARASICA,VENDAVAL,54109,0,0,0,0,0,0,0,54.109,54,109,54109,3402IYOE
4012XJLB,2014-06-26,VALLE DEL CAUCA,EL ÁGUILA,INUNDACION,76243,0,0,0,5,1,0,1,76.243,76,243,76243,4012XJLB
2993VYQF,2014-06-26,VAUPÉS,MITÚ,INUNDACION,97001,0,0,0,30,6,0,6,97.001,97,001,97001,2993VYQF
3360LCMK,2014-06-27,CUNDINAMARCA,FOSCA,INUNDACION,25281,0,0,0,600,120,0,120,25.281,25,281,25281,3360LCMK
0542YUGX,2014-06-29,CASANARE,YOPAL,MOVIMIENTO EN MASA,85001,0,0,0,0,0,0,0,85.001,85,001,85001,0542YUGX
6551SKVQ,2014-06-29,TOLIMA,CAJAMARCA,MOVIMIENTO EN MASA,73124,0,0,0,0,0,0,0,73.124,73,124,73124,6551SKVQ
1325RCHB,2014-06-30,NARIÑO,EL CONTADERO,MOVIMIENTO EN MASA,52210,0,0,0,0,0,0,0,52.21,52,210,52210,1325RCHB
6071SYOR,2014-06-30,NARIÑO,PASTO,INUNDACION,52001,0,0,0,1650,330,0,80,52.001,52,001,52001,6071SYOR
5356SJFR,2014-07-01,ANTIOQUIA,ZARAGOZA,INUNDACION,5895,0,0,0,500,100,0,100,5.895,5,895,5895,5356SJFR
3817XTQR,2014-07-01,CAUCA,PIAMONTE,INUNDACION,19533,0,0,0,1775,355,0,355,19.533,19,533,19533,3817XTQR
1361AGYC,2014-07-01,MAGDALENA,SANTA MARTA,INUNDACION,47001,0,0,0,0,0,0,0,47.001,47,001,47001,1361AGYC
7765VCGO,2014-07-01,QUINDÍO,MONTENEGRO,MOVIMIENTO EN MASA,63470,0,0,0,0,0,0,0,63.47,63,470,63470,7765VCGO
0274BKHQ,2014-07-01,VALLE DEL CAUCA,RIOFRÍO,INUNDACION,76616,0,0,0,5,1,0,1,76.616,76,616,76616,0274BKHQ
4559TJWA,2014-07-02,BOLÍVAR,SAN JACINTO,INUNDACION,13654,0,0,0,350,90,0,90,13.654,13,654,13654,4559TJWA
3970PHUK,2014-07-02,CUNDINAMARCA,GACHETÁ,MOVIMIENTO EN MASA,25297,0,0,0,0,0,0,0,25.297,25,297,25297,3970PHUK
8609RSMG,2014-07-02,HUILA,ACEVEDO,CRECIENTE SUBITA,41006,0,0,1,1,0,0,0,41.006,41,006,41006,8609RSMG
7952XCUK,2014-07-02,LA GUAJIRA,RIOHACHA,VENDAVAL,44001,0,0,0,125,25,0,25,44.001,44,001,44001,7952XCUK
6588UFEJ,2014-07-02,PUTUMAYO,MOCOA,MOVIMIENTO EN MASA,86001,0,0,0,5,1,1,0,86.001,86,001,86001,6588UFEJ
3903PMNQ,2014-07-02,PUTUMAYO,MOCOA,INUNDACION,86001,0,0,0,108,24,0,24,86.001,86,001,86001,3903PMNQ
8125QHIM,2014-07-02,PUTUMAYO,PUERTO ASÍS,INUNDACION,86568,0,0,0,25,5,0,5,86.568,86,568,86568,8125QHIM
2667CNXK,2014-07-02,PUTUMAYO,PUERTO GUZMÁN,INUNDACION,86571,0,0,0,100,20,0,20,86.571,86,571,86571,2667CNXK
3447CVEX,2014-07-02,PUTUMAYO,SAN FRANCISCO,INUNDACION,86755,0,0,0,235,47,0,47,86.755,86,755,86755,3447CVEX
4207RJIH,2014-07-02,PUTUMAYO,SANTIAGO,INUNDACION,86760,1,0,1,2,0,0,0,86.76,86,760,86760,4207RJIH
7874CGDO,2014-07-02,PUTUMAYO,SIBUNDOY,INUNDACION,86749,0,0,0,1925,385,0,385,86.749,86,749,86749,7874CGDO
8493AENK,2014-07-03,CASANARE,MANÍ,INUNDACION,85139,0,0,0,4405,881,0,881,85.139,85,139,85139,8493AENK
7687GWTJ,2014-07-03,CASANARE,NUNCHÍA,INUNDACION,85225,0,0,0,0,0,0,0,85.225,85,225,85225,7687GWTJ
9801YQKS,2014-07-03,SANTANDER,CHIMÁ,MOVIMIENTO EN MASA,68176,0,0,0,0,0,0,0,68.176,68,176,68176,9801YQKS
0470ZPJF,2014-07-03,VAUPÉS,MITÚ,INUNDACION,97001,0,0,0,115,23,0,23,97.001,97,001,97001,0470ZPJF
3385XYLF,2014-07-04,CAQUETÁ,CURILLO,INUNDACION,18205,0,0,0,900,180,0,180,18.205,18,205,18205,3385XYLF
1682OIAY,2014-07-04,CAUCA,MIRANDA,VENDAVAL,19455,0,0,0,316,79,0,79,19.455,19,455,19455,1682OIAY
1675KYTD,2014-07-04,CUNDINAMARCA,GUAYABETAL,VENDAVAL,25335,0,0,0,85,17,0,17,25.335,25,335,25335,1675KYTD
0199RYPD,2014-07-04,CUNDINAMARCA,JUNÍN,MOVIMIENTO EN MASA,25372,0,0,0,0,0,0,0,25.372,25,372,25372,0199RYPD
8679SFEN,2014-07-05,CUNDINAMARCA,UBALÁ,MOVIMIENTO EN MASA,25839,0,0,0,0,0,0,0,25.839,25,839,25839,8679SFEN
6651QTSA,2014-07-05,META,PUERTO GAITÁN,VENDAVAL,50568,0,0,0,850,170,0,170,50.568,50,568,50568,6651QTSA
9020KEQK,2014-07-05,VALLE DEL CAUCA,FLORIDA,INUNDACION,76275,0,0,0,20,4,0,4,76.275,76,275,76275,9020KEQK
8160JHUJ,2014-07-06,CAQUETÁ,SOLANO,INUNDACION,18756,0,0,0,600,150,0,150,18.756,18,756,18756,8160JHUJ
0272HIOI,2014-07-06,CAQUETÁ,SOLITA,INUNDACION,18785,0,0,0,2000,400,0,400,18.785,18,785,18785,0272HIOI
4931IQNR,2014-07-06,CAUCA,EL TAMBO,VENDAVAL,19256,0,0,0,100,20,2,18,19.256,19,256,19256,4931IQNR
0405TCJK,2014-07-06,CESAR,GAMARRA,VENDAVAL,20295,0,0,0,360,59,0,15,20.295,20,295,20295,0405TCJK
3912MUNU,2014-07-07,ATLÁNTICO,CAMPO DE LA CRUZ,VENDAVAL,8137,0,0,0,0,0,0,0,8.137,8,137,8137,3912MUNU
7184UJMF,2014-07-07,ATLÁNTICO,LURUACO,VENDAVAL,8421,0,0,0,0,0,0,0,8.421,8,421,8421,7184UJMF
2674CNLW,2014-07-07,ATLÁNTICO,MANATÍ,VENDAVAL,8436,0,0,0,0,0,0,0,8.436,8,436,8436,2674CNLW
8226HDXT,2014-07-07,ATLÁNTICO,PIOJÓ,VENDAVAL,8549,0,0,0,0,0,0,0,8.549,8,549,8549,8226HDXT
8925GGZE,2014-07-07,ATLÁNTICO,SABANALARGA,VENDAVAL,8638,0,0,0,0,0,0,0,8.638,8,638,8638,8925GGZE
4088NNVA,2014-07-07,BOLÍVAR,MORALES,VENDAVAL,13473,0,0,0,125,25,0,25,13.473,13,473,13473,4088NNVA
2258AXLY,2014-07-07,CESAR,EL COPEY,VENDAVAL,20238,0,0,0,810,162,0,162,20.238,20,238,20238,2258AXLY
9878PIVN,2014-07-08,ARAUCA,ARAUQUITA,INUNDACION,81065,0,0,0,431,105,4,1,81.065,81,065,81065,9878PIVN
0099AYVK,2014-07-08,CAUCA,BUENOS AIRES,VENDAVAL,19110,0,0,0,80,12,12,0,19.11,19,110,19110,0099AYVK
5788FGUG,2014-07-08,CAUCA,PIAMONTE,INUNDACION,19533,0,0,0,185,37,0,37,19.533,19,533,19533,5788FGUG
6620UNTU,2014-07-08,CAUCA,SANTA ROSA,INUNDACION,19701,0,0,0,1120,224,0,72,19.701,19,701,19701,6620UNTU
9635LRVY,2014-07-08,CESAR,VALLEDUPAR,VENDAVAL,20001,0,0,0,0,0,0,0,20.001,20,001,20001,9635LRVY
2332ZSUM,2014-07-08,CHOCÓ,RÍO QUITO,INUNDACION,27600,0,0,0,730,146,0,128,27.6,27,600,27600,2332ZSUM
2865RTCT,2014-07-08,MAGDALENA,CERRO DE SAN ANTONIO,VENDAVAL,47161,0,0,0,25,5,0,5,47.161,47,161,47161,2865RTCT
2351WVMI,2014-07-08,PUTUMAYO,PUERTO GUZMÁN,INUNDACION,86571,0,0,0,0,0,0,0,86.571,86,571,86571,2351WVMI
7870TUOE,2014-07-09,ANTIOQUIA,APARTADÓ,VENDAVAL,5045,0,1,0,7795,1559,0,1559,5.045,5,045,5045,7870TUOE
3861HHWN,2014-07-09,ANTIOQUIA,CAREPA,TORMENTA ELECTRICA,5147,0,3,0,3,0,0,0,5.147,5,147,5147,3861HHWN
7339ACQE,2014-07-09,ANTIOQUIA,NECOCLÍ,VENDAVAL,5490,0,0,0,0,0,0,0,5.49,5,490,5490,7339ACQE
4325ZEDO,2014-07-09,ANTIOQUIA,TURBO,VENDAVAL,5837,0,0,0,300,60,0,60,5.837,5,837,5837,4325ZEDO
0678ZWRE,2014-07-09,ATLÁNTICO,CANDELARIA,VENDAVAL,8141,0,0,0,0,0,0,0,8.141,8,141,8141,0678ZWRE
8249OOLD,2014-07-09,CAQUETÁ,VALPARAÍSO,INUNDACION,18860,0,0,0,0,0,0,0,18.86,18,860,18860,8249OOLD
6976PORA,2014-07-09,TOLIMA,VILLAHERMOSA,MOVIMIENTO EN MASA,73870,0,0,0,0,0,0,0,73.87,73,870,73870,6976PORA
9006GNJM,2014-07-10,ATLÁNTICO,JUAN DE ACOSTA,INUNDACION,8372,0,0,0,0,0,0,0,8.372,8,372,8372,9006GNJM
6524ARUC,2014-07-10,BOLÍVAR,CARTAGENA,MOVIMIENTO EN MASA,13001,0,0,0,0,0,0,0,13.001,13,001,13001,6524ARUC
4569YIRN,2014-07-10,CALDAS,ANSERMA,INUNDACION,17042,0,0,0,0,0,0,0,17.042,17,042,17042,4569YIRN
0828MMJG,2014-07-10,CASANARE,YOPAL,INUNDACION,85001,0,0,0,0,0,0,0,85.001,85,001,85001,0828MMJG
6436NGOM,2014-07-10,CHOCÓ,MEDIO BAUDÓ,VENDAVAL,27430,0,0,0,0,0,0,0,27.43,27,430,27430,6436NGOM
8612ESDP,2014-07-10,CHOCÓ,QUIBDÓ,VENDAVAL,27001,0,0,0,0,0,0,0,27.001,27,001,27001,8612ESDP
9789FSON,2014-07-10,TOLIMA,ALVARADO,INUNDACION,73026,0,0,0,0,0,0,0,73.026,73,026,73026,9789FSON
9201VPYF,2014-07-11,ARAUCA,ARAUCA,INUNDACION,81001,0,0,0,200,40,0,40,81.001,81,001,81001,9201VPYF
0801GDZP,2014-07-11,CASANARE,PAZ DE ARIPORO,INUNDACION,85250,0,0,0,255,51,0,51,85.25,85,250,85250,0801GDZP
0641CCAT,2014-07-11,CASANARE,RECETOR,MOVIMIENTO EN MASA,85279,0,0,0,0,0,0,0,85.279,85,279,85279,0641CCAT
8475BNNT,2014-07-11,CASANARE,YOPAL,INUNDACION,85001,0,0,0,3650,730,0,9,85.001,85,001,85001,8475BNNT
6352RNWW,2014-07-11,META,EL CASTILLO,INUNDACION,50251,0,0,0,0,0,0,0,50.251,50,251,50251,6352RNWW
0322HLZC,2014-07-11,META,LEJANÍAS,INUNDACION,50400,0,0,0,0,0,0,0,50.4,50,400,50400,0322HLZC
2596KNAK,2014-07-11,META,PUERTO GAITÁN,INUNDACION,50568,0,0,0,0,0,0,0,50.568,50,568,50568,2596KNAK
3190IQEZ,2014-07-11,SANTANDER,SIMACOTA,INUNDACION,68745,0,0,0,0,0,0,0,68.745,68,745,68745,3190IQEZ
8104HZJD,2014-07-11,VALLE DEL CAUCA,EL DOVIO,VENDAVAL,76250,0,0,0,15,3,0,3,76.25,76,250,76250,8104HZJD
8386PIDP,2014-07-12,CUNDINAMARCA,UBALÁ,MOVIMIENTO EN MASA,25839,0,0,0,6,1,0,1,25.839,25,839,25839,8386PIDP
2614VMFS,2014-07-13,CAQUETÁ,FLORENCIA,MOVIMIENTO EN MASA,18001,0,0,0,0,0,0,0,18.001,18,001,18001,2614VMFS
5103XXRO,2014-07-13,CASANARE,NUNCHÍA,INUNDACION,85225,0,0,0,920,184,0,184,85.225,85,225,85225,5103XXRO
1314FAEU,2014-07-13,CASANARE,OROCUÉ,INUNDACION,85230,0,1,0,1855,371,0,371,85.23,85,230,85230,1314FAEU
6434WGJX,2014-07-13,CASANARE,PORE,INUNDACION,85263,0,0,0,0,0,0,0,85.263,85,263,85263,6434WGJX
3504GCOR,2014-07-14,ANTIOQUIA,MEDELLÍN,MOVIMIENTO EN MASA,5001,0,0,0,95,19,4,15,5.001,5,001,5001,3504GCOR
4437RAYC,2014-07-14,ARAUCA,SARAVENA,INUNDACION,81736,0,0,0,5,1,0,1,81.736,81,736,81736,4437RAYC
3724PAIP,2014-07-14,CAUCA,PIAMONTE,INUNDACION,19533,0,0,0,2850,570,0,570,19.533,19,533,19533,3724PAIP
9267DCAU,2014-07-14,GUAINÍA,INÍRIDA,INUNDACION,94001,0,0,0,12500,2500,0,0,94.001,94,001,94001,9267DCAU
7052QHXP,2014-07-14,PUTUMAYO,PUERTO GUZMÁN,INUNDACION,86571,0,0,0,1000,200,0,200,86.571,86,571,86571,7052QHXP
3641GUAW,2014-07-15,BOYACÁ,AQUITANIA,MOVIMIENTO EN MASA,15047,0,0,0,35,7,0,7,15.047,15,047,15047,3641GUAW
2523COLX,2014-07-15,BOYACÁ,LABRANZAGRANDE,MOVIMIENTO EN MASA,15377,0,0,0,0,0,0,0,15.377,15,377,15377,2523COLX
2483HIRK,2014-07-15,CAQUETÁ,FLORENCIA,MOVIMIENTO EN MASA,18001,0,0,0,0,0,0,0,18.001,18,001,18001,2483HIRK
6203FAJV,2014-07-15,PUTUMAYO,PUERTO ASÍS,INUNDACION,86568,0,0,0,1080,216,0,216,86.568,86,568,86568,6203FAJV
3916NJBS,2014-07-15,PUTUMAYO,PUERTO LEGUÍZAMO,INUNDACION,86573,0,0,0,3542,965,0,965,86.573,86,573,86573,3916NJBS
5033LSGO,2014-07-15,VICHADA,PUERTO CARREÑO,INUNDACION,99001,0,0,0,1119,333,0,298,99.001,99,001,99001,5033LSGO
1457XMSZ,2014-07-16,CALDAS,LA MERCED,VENDAVAL,17388,0,0,0,175,35,0,35,17.388,17,388,17388,1457XMSZ
2801LYQU,2014-07-16,CASANARE,TRINIDAD,INUNDACION,85430,0,0,0,1250,250,0,250,85.43,85,430,85430,2801LYQU
7197WAKR,2014-07-16,CAUCA,SILVIA,INUNDACION,19743,0,0,0,123,19,0,19,19.743,19,743,19743,7197WAKR
0866XDUZ,2014-07-16,HUILA,AIPE,INUNDACION,41016,0,0,0,0,0,0,0,41.016,41,016,41016,0866XDUZ
1624KOUY,2014-07-17,BOYACÁ,AQUITANIA,INUNDACION,15047,0,0,0,25,5,0,5,15.047,15,047,15047,1624KOUY
2704IJTD,2014-07-17,BOYACÁ,PAJARITO,INUNDACION,15518,0,0,0,0,0,0,0,15.518,15,518,15518,2704IJTD
8768SPHN,2014-07-17,PUTUMAYO,MOCOA,INUNDACION,86001,0,0,0,0,0,0,0,86.001,86,001,86001,8768SPHN
4326WYXY,2014-07-17,CASANARE,RECETOR,INUNDACION,85279,0,0,0,30,6,0,6,85.279,85,279,85279,4326WYXY
1201UBTS,2014-07-17,QUINDÍO,CALARCÁ,VENDAVAL,63130,0,0,0,45,8,0,0,63.13,63,130,63130,1201UBTS
4132QMYQ,2014-07-18,CAQUETÁ,FLORENCIA,MOVIMIENTO EN MASA,18001,0,0,0,0,0,0,0,18.001,18,001,18001,4132QMYQ
